fri_ship_time,fri_ship_id,fri_ship_x,fri_ship_y
298,1,54.98046757700778,55.71571948784495
300,1,55.112172400176114,55.67162909194076
302,1,55.24387722334445,55.62753869603657
304,1,55.37558204651278,55.583448300132375
306,1,55.50728686968112,55.53935790422818
308,1,55.63899169284945,55.49526750832399
310,1,55.770696516017786,55.4511771124198
312,1,55.90240133918612,55.40708671651561
314,1,56.034106162354455,55.362996320611416
316,1,56.16581098552279,55.318905924707224
318,1,56.297515808691124,55.27481552880303
320,1,56.42922063185946,55.23072513289884
322,1,56.56092545502779,55.18663473699465
324,1,56.69263027819613,55.142544341090456
326,1,56.82433510136446,55.098453945186264
328,1,56.956039924532796,55.05436354928207
330,1,57.08774474770113,55.01027315337788
332,1,57.219449570869465,54.96618275747369
334,1,57.3511543940378,54.9220923615695
336,1,57.48285921720613,54.878001965665305
338,1,57.61456404037447,54.83391156976111
340,1,57.7462688635428,54.78982117385692
342,1,57.87797368671114,54.74573077795273
344,1,58.00967850987947,54.70164038204854
346,1,58.141383333047806,54.657549986144346
348,1,58.27308815621614,54.613459590240154
350,1,58.404792979384474,54.56936919433596
352,1,58.53649780255281,54.52527879843177
354,1,58.66820262572114,54.48118840252758
356,1,58.79990744888948,54.43709800662339
358,1,58.93161227205781,54.393007610719195
360,1,59.06331709522615,54.348917214815
362,1,59.19502191839448,54.30482681891081
364,1,59.326726741562815,54.26073642300662
366,1,59.45843156473115,54.21664602710243
368,1,59.590136387899484,54.172555631198236
370,1,59.72184121106782,54.128465235294044
372,1,59.85354603423615,54.08437483938985
374,1,59.98525085740449,54.04028444348566
376,1,60.11695568057282,53.99619404758147
378,1,60.248660503741156,53.95210365167728
380,1,60.38036532690949,53.908013255773085
382,1,60.512070150077825,53.86392285986889
384,1,60.64377497324616,53.8198324639647
386,1,60.775479796414494,53.77574206806051
388,1,60.90718461958283,53.73165167215632
390,1,61.03888944275116,53.687561276252126
392,1,61.1705942659195,53.643470880347934
394,1,61.30229908908783,53.59938048444374
396,1,61.434003912256166,53.55529008853955
398,1,61.5657087354245,53.51119969263536
400,1,61.697413558592835,53.46710929673117
402,1,61.82911838176117,53.423018900826975
404,1,61.960823204929504,53.37892850492278
406,1,62.09252802809784,53.33483810901859
408,1,62.22423285126617,53.2907477131144
410,1,62.35593767443451,53.24665731721021
412,1,62.48764249760284,53.202566921306016
414,1,62.619347320771176,53.158476525401824
416,1,62.75105214393951,53.11438612949763
418,1,62.882756967107845,53.07029573359344
420,1,63.01446179027618,53.02620533768925
422,1,63.146166613444514,52.982114941785056
424,1,63.27787143661285,52.938024545880864
426,1,63.40957625978118,52.89393414997667
428,1,63.54128108294952,52.84984375407248
430,1,63.67298590611785,52.80575335816829
432,1,63.804690729286186,52.7616629622641
434,1,63.93639555245452,52.717572566359905
436,1,64.06810037562285,52.67348217045571
438,1,64.19980519879118,52.62939177455152
440,1,64.33151002195952,52.58530137864733
442,1,64.46321484512785,52.54121098274314
444,1,64.59491966829619,52.497120586838946
446,1,64.72662449146452,52.453030190934754
448,1,64.85832931463285,52.40893979503056
450,1,64.99003413780119,52.36484939912637
452,1,65.12173896096952,52.32075900322218
